TagName,Protocol,IP,DataType,DbNumber,StartAddress,Length,Bit,MesName,MesDataType,LowerLimit,UpperLimit,IsChecked,IsUpload
Tighten the data[56].OrderNo,SIEMENSS7,172.16.33.2,SHORT,200,1400,2,0,OrderNo56,NUMBER,0,999,FALSE,FALSE
Tighten the data[56].ProgramNo,SIEMENSS7,172.16.33.2,SHORT,200,1402,2,0,ProgramNo56,NUMBER,0,999,FALSE,FALSE
Tighten the data[56].TorqueResult,SIEMENSS7,172.16.33.2,REAL,200,1404,4,0,TorqueResult56,NUMBER,0,999,TRUE,TRUE
Tighten the data[56].AngleResult,SIEMENSS7,172.16.33.2,REAL,200,1408,4,0,AngleResult56,NUMBER,0,999,TRUE,TRUE
Tighten the data[57].ResultOK,SIEMENSS7,172.16.33.2,SHORT,200,1412,2,0,ResultOK57,NUMBER,0,999,FALSE,FALSE
Tighten the data[57].OrderNo,SIEMENSS7,172.16.33.2,SHORT,200,1414,2,0,OrderNo57,NUMBER,0,999,FALSE,FALSE
Tighten the data[57].ProgramNo,SIEMENSS7,172.16.33.2,SHORT,200,1416,2,0,ProgramNo57,NUMBER,0,999,FALSE,FALSE
Tighten the data[57].TorqueResult,SIEMENSS7,172.16.33.2,REAL,200,1418,4,0,TorqueResult57,NUMBER,0,999,TRUE,TRUE
Tighten the data[57].AngleResult,SIEMENSS7,172.16.33.2,REAL,200,1422,4,0,AngleResult57,NUMBER,0,999,TRUE,TRUE
Tighten the data[58].ResultOK,SIEMENSS7,172.16.33.2,SHORT,200,1426,2,0,ResultOK58,NUMBER,0,999,FALSE,FALSE
Tighten the data[58].OrderNo,SIEMENSS7,172.16.33.2,SHORT,200,1428,2,0,OrderNo58,NUMBER,0,999,FALSE,FALSE
Tighten the data[58].ProgramNo,SIEMENSS7,172.16.33.2,SHORT,200,1430,2,0,ProgramNo58,NUMBER,0,999,FALSE,FALSE
Tighten the data[58].TorqueResult,SIEMENSS7,172.16.33.2,REAL,200,1432,4,0,TorqueResult58,NUMBER,0,999,TRUE,TRUE
Tighten the data[58].AngleResult,SIEMENSS7,172.16.33.2,REAL,200,1436,4,0,AngleResult58,NUMBER,0,999,TRUE,TRUE
Tighten the data[59].ResultOK,SIEMENSS7,172.16.33.2,SHORT,200,1440,2,0,ResultOK59,NUMBER,0,999,FALSE,FALSE
Tighten the data[59].OrderNo,SIEMENSS7,172.16.33.2,SHORT,200,1442,2,0,OrderNo59,NUMBER,0,999,FALSE,FALSE
Tighten the data[59].ProgramNo,SIEMENSS7,172.16.33.2,SHORT,200,1444,2,0,ProgramNo59,NUMBER,0,999,FALSE,FALSE
Tighten the data[59].TorqueResult,SIEMENSS7,172.16.33.2,REAL,200,1446,4,0,TorqueResult59,NUMBER,0,999,TRUE,TRUE
Tighten the data[59].AngleResult,SIEMENSS7,172.16.33.2,REAL,200,1450,4,0,AngleResult59,NUMBER,0,999,TRUE,TRUE
